"1.9","229.712","229.04","227.248","1605.408","1609.89","1615.6019999999999","15.0139","15.0139","9094.0","9237.0","9270.0","9114.142857142857","9096.857142857143","9068.0"
"2.0","238.448","231.504","236.32","1592.752","1602.9460000000001","1596.45","15.0676","15.0139","8883.0","8995.0","9073.0","9068.857142857143","9063.285714285714","9163.0"
"2.1","228.256","233.072","226.912","1614.8139999999999","1615.828","1616.048","15.1842","15.0139","9098.0","8906.0","9113.0","9081.57142857143","8981.857142857143","9057.857142857143"
"2.2","224.0","230.384","229.936","1601.26","1600.366","1590.404","15.2962","15.0139","8870.0","9040.0","9243.0","9066.714285714286","9091.714285714286","9147.0"
"2.3","235.088","233.408","223.888","1614.252","1608.092","1615.2620000000002","15.4034","15.0139","9083.0","8936.0","8977.0","8964.857142857143","9071.714285714286","9029.42857142857"
"2.4","230.832","233.408","234.416","1607.0880000000002","1593.652","1612.804","15.5056","15.0139","9134.0","9169.0","8773.0","8946.857142857143","9010.142857142857","8945.57142857143"
"2.5","230.272","222.544","225.792","1611.9080000000001","1606.9759999999999","1610.3380000000002","15.6027","15.0139","9022.0","9278.0","8970.0","9103.285714285714","9139.285714285714","9031.0"
"2.6","228.144","218.96","242.368","1617.276","1619.97","1583.232","15.6945","15.0139","8754.0","9035.0","8977.0","8949.285714285714","8980.142857142857","9136.285714285714"
"2.7","232.96","240.352","216.16","1606.98","1592.1879999999999","1606.53","15.7808","15.0139","9069.0","8948.0","9289.0","9138.0","9021.0","9064.0"
"2.8","231.168","227.36","231.392","1590.292","1609.1","1605.068","15.8615","15.0139","9027.0","9022.0","8982.0","9172.0","9091.714285714286","9040.57142857143"
"2.9","228.144","234.08","238.0","1610.896","1597.23","1588.94","15.9363","15.0139","9111.0","8885.0","9055.0","9029.714285714286","9051.0","9188.857142857143"
"3.0","227.472","233.184","222.544","1615.708","1611.676","1614.2559999999999","16.0051","15.0139","9089.0","9042.0","8985.0","9046.0","9062.714285714286","9065.285714285714"
"3.1","238.56","230.048","236.88","1595.89","1611.012","1610.1100000000001","16.0676","15.0139","8900.0","9015.0","8814.0","9093.57142857143","9037.57142857143","9051.0"
"3.2","228.48","225.568","232.176","1608.66","1618.402","1594.654","16.1237","15.0139","9004.0","8987.0","8953.0","9136.857142857143","9118.285714285714","9181.714285714286"
"3.3","219.632","237.328","225.568","1622.098","1606.532","1618.512","16.1731","15.0139","9344.0","8918.0","9185.0","9034.0","9061.285714285714","9135.285714285714"
"3.4","233.296","227.36","225.008","1603.614","1621.98","1610.222","16.2156","15.0139","9119.0","9295.0","9223.0","8993.142857142857","9056.57142857143","9187.42857142857"
"3.5","226.8","222.992","235.76","1604.4","1620.978","1606.3","16.2511","15.0139","9063.0","8915.0","8980.0","9152.714285714286","9045.0","9048.714285714286"
"3.6","234.976","234.08","229.936","1602.274","1596.67","1603.394","16.2793","15.0139","9151.0","9045.0","8914.0","8976.42857142857","9025.142857142857","9041.142857142857"
"3.7","220.864","232.624","233.968","1599.586","1587.596","1598.802","16.2999","15.0139","8866.0","9139.0","8880.0","9052.857142857143","9106.285714285714","8975.285714285714"
"3.8","239.904","229.152","224.896","1592.756","1600.9279999999999","1599.584","16.3127","15.0139","9261.0","9067.0","8974.0","9062.57142857143","8925.142857142857","9001.714285714286"
"3.9","223.44","227.472","225.344","1606.53","1611.008","1613.586","16.3175","15.0139","9011.0","8872.0","8655.0","8987.285714285714","8967.57142857143","9008.57142857143"
"4.0","228.48","232.736","236.32","1600.26","1619.634","1611.46","16.3141","15.0139","9030.0","8931.0","9212.0","9093.714285714286","9023.142857142857","9070.142857142857"
"4.1","236.992","234.528","238.224","1595.548","1586.142","1597.116","16.3021","15.0139","9110.0","9119.0","8988.0","9066.42857142857","9019.714285714286","9032.57142857143"
"4.2","227.248","221.984","238.336","1639.572","1641.356","1621.204","16.2814","15.0139","8813.0","8983.0","8869.0","9052.285714285714","9095.42857142857","9016.0"
"4.3","227.472","233.408","233.968","1620.188","1620.3020000000001","1625.3419999999999","16.2814","15.0139","9219.0","9083.0","9117.0","8991.57142857143","9040.57142857143","9024.285714285714"
"4.4","217.616","225.568","222.992","1632.5140000000001","1607.982","1613.028","16.2516","15.0139","9036.0","9249.0","8986.0","9019.857142857143","9148.857142857143","9073.0"
"4.5","241.808","224.224","234.864","1586.932","1614.7060000000001","1609.666","16.2125","15.0139","8994.0","8925.0","9009.0","9044.857142857143","9072.714285714286","9000.57142857143"
"4.6","230.944","237.552","222.88","1604.9560000000001","1595.548","1608.77","16.1639","15.0139","9126.0","9132.0","9023.0","9060.857142857143","8996.285714285714","9053.0"
"4.7","231.728","229.712","236.992","1618.402","1611.788","1604.848","16.1054","15.0139","8916.0","8973.0","9210.0","9026.285714285714","9066.0","9061.142857142857"
"4.8","223.552","222.656","227.248","1604.178","1615.604","1609.1019999999999","16.0367","15.0139","9070.0","9273.0","9190.0","9104.714285714286","8956.142857142857","9031.42857142857"
"4.9","222.656","223.888","227.92","1614.924","1611.342","1606.86","15.9577","15.0139","9119.0","9090.0","8971.0","9090.857142857143","9085.714285714286","9028.57142857143"
"5.0","241.472","227.024","225.456","1599.808","1617.616","1607.7640000000001","15.8679","15.0139","9125.0","9148.0","9230.0","9065.42857142857","9052.142857142857","9093.57142857143"
"5.1","218.288","236.432","233.744","1623.3319999999999","1601.268","1608.316","15.767","15.0139","9194.0","8933.0","8977.0","9035.142857142857","9047.142857142857","9096.0"
"5.2","238.448","224.224","229.04","1601.492","1609.326","1615.26","15.6548","15.0139","8985.0","9034.0","9022.0","9066.714285714286","9115.42857142857","9055.142857142857"
"5.3","229.152","236.768","234.304","1608.098","1600.932","1608.3159999999998","15.531","15.0139","9101.0","8997.0","8937.0","9023.0","9030.285714285714","9007.57142857143"
"5.4","229.824","231.728","231.952","1608.656","1606.6419999999998","1601.598","15.3951","15.0139","8931.0","8930.0","8949.0","9013.285714285714","9013.142857142857","9027.857142857143"
"5.5","224.336","223.104","232.064","1624.894","1607.7559999999999","1620.7559999999999","15.247","15.0139","9227.0","9388.0","9009.0","8930.857142857143","9123.285714285714","8952.42857142857"
